g0;Alpha;Beta;Gamma;percent;Zustand
0;0.42;0.18;0.16;95.12;0
0;0.42;0.18;0.17;95.12;0
0;0.42;0.18;0.18;92.68;0
0;0.42;0.19;0.0;97.56;0
0;0.42;0.19;0.01;97.56;0
0;0.42;0.19;0.02;97.56;0
0;0.42;0.19;0.03;97.56;0
0;0.42;0.19;0.04;97.56;0
0;0.42;0.19;0.05;97.56;0
0;0.42;0.19;0.06;97.56;0
0;0.42;0.19;0.07;97.56;0
0;0.42;0.19;0.08;97.56;0
0;0.42;0.19;0.09;97.56;0
0;0.42;0.19;0.1;97.56;0
0;0.42;0.19;0.11;97.56;0
0;0.42;0.19;0.12;97.56;0
0;0.42;0.19;0.13;95.12;0
0;0.42;0.19;0.14;95.12;0
0;0.42;0.19;0.15;90.24;0
0;0.42;0.19;0.16;90.24;0
0;0.42;0.19;0.17;90.24;0
0;0.42;0.19;0.18;90.24;0
0;0.42;0.19;0.19;87.8;0
0;0.42;0.2;0.0;97.56;0
0;0.42;0.2;0.01;97.56;0
0;0.42;0.2;0.02;97.56;0
0;0.42;0.2;0.03;97.56;0
0;0.42;0.2;0.04;97.56;0
0;0.42;0.2;0.05;97.56;0
0;0.42;0.2;0.06;97.56;0
0;0.42;0.2;0.07;97.56;0
0;0.42;0.2;0.08;97.56;0
0;0.42;0.2;0.09;95.12;0
0;0.42;0.2;0.1;95.12;0
0;0.42;0.2;0.11;92.68;0
0;0.42;0.2;0.12;90.24;0
0;0.42;0.2;0.13;90.24;0
0;0.42;0.2;0.14;90.24;0
0;0.42;0.2;0.15;90.24;0
0;0.42;0.2;0.16;90.24;0
0;0.42;0.2;0.17;85.37;0
0;0.42;0.2;0.18;78.05;0
0;0.42;0.2;0.19;75.61;0
0;0.42;0.2;0.2;73.17;0
0;0.42;0.21;0.0;97.56;0
0;0.42;0.21;0.01;97.56;0
0;0.42;0.21;0.02;97.56;0
0;0.42;0.21;0.03;97.56;0
0;0.42;0.21;0.04;97.56;0
0;0.42;0.21;0.05;95.12;0
0;0.42;0.21;0.06;95.12;0
0;0.42;0.21;0.07;95.12;0
0;0.42;0.21;0.08;90.24;0
0;0.42;0.21;0.09;90.24;0
0;0.42;0.21;0.1;90.24;0
0;0.42;0.21;0.11;90.24;0
0;0.42;0.21;0.12;90.24;0
0;0.42;0.21;0.13;90.24;0
0;0.42;0.21;0.14;87.8;0
0;0.42;0.21;0.15;82.93;0
0;0.42;0.21;0.16;78.05;0
0;0.42;0.21;0.17;75.61;0
0;0.42;0.21;0.18;73.17;0
0;0.42;0.21;0.19;73.17;0
0;0.42;0.21;0.2;65.85;0
0;0.42;0.21;0.21;65.85;0
0;0.42;0.22;0.0;95.12;0
0;0.42;0.22;0.01;95.12;0
0;0.42;0.22;0.02;95.12;0
0;0.42;0.22;0.03;90.24;0
0;0.42;0.22;0.04;90.24;0
0;0.42;0.22;0.05;90.24;0
0;0.42;0.22;0.06;90.24;0
0;0.42;0.22;0.07;90.24;0
0;0.42;0.22;0.08;90.24;0
0;0.42;0.22;0.09;90.24;0
0;0.42;0.22;0.1;90.24;0
0;0.42;0.22;0.11;85.37;0
0;0.42;0.22;0.12;85.37;0
0;0.42;0.22;0.13;80.49;0
0;0.42;0.22;0.14;78.05;0
0;0.42;0.22;0.15;75.61;0
0;0.42;0.22;0.16;73.17;0
0;0.42;0.22;0.17;73.17;0
0;0.42;0.22;0.18;65.85;0
0;0.42;0.22;0.19;65.85;0
0;0.42;0.23;0.0;90.24;0
0;0.42;0.23;0.01;90.24;0
0;0.42;0.23;0.02;90.24;0
0;0.42;0.23;0.03;90.24;0
0;0.42;0.23;0.04;90.24;0
0;0.42;0.23;0.05;90.24;0
0;0.42;0.23;0.06;90.24;0
0;0.42;0.23;0.07;87.8;0
0;0.42;0.23;0.08;85.37;0
0;0.42;0.23;0.09;85.37;0
0;0.42;0.23;0.1;85.37;0
0;0.42;0.23;0.11;80.49;0
0;0.42;0.23;0.12;78.05;0
0;0.42;0.23;0.13;75.61;0
0;0.42;0.23;0.14;73.17;0
0;0.42;0.23;0.15;73.17;0
0;0.42;0.23;0.16;65.85;0
0;0.42;0.23;0.17;65.85;0
0;0.42;0.23;0.18;63.41;0
0;0.42;0.24;0.0;90.24;0
0;0.42;0.24;0.01;90.24;0
0;0.42;0.24;0.02;90.24;0
0;0.42;0.24;0.03;85.37;0
0;0.42;0.24;0.04;85.37;0
0;0.42;0.24;0.05;85.37;0
0;0.42;0.24;0.06;85.37;0
0;0.42;0.24;0.07;85.37;0
0;0.42;0.24;0.08;85.37;0
0;0.42;0.24;0.09;80.49;0
0;0.42;0.24;0.1;78.05;0
0;0.42;0.24;0.11;75.61;0
0;0.42;0.24;0.12;73.17;0
0;0.42;0.24;0.13;70.73;0
0;0.42;0.24;0.14;65.85;0
0;0.42;0.24;0.15;63.41;0
0;0.42;0.24;0.16;63.41;0
0;0.42;0.24;0.17;60.98;0
0;0.42;0.24;0.18;58.54;0
0;0.42;0.25;0.0;85.37;0
0;0.42;0.25;0.01;85.37;0
0;0.42;0.25;0.02;85.37;0
0;0.42;0.25;0.03;85.37;0
0;0.42;0.25;0.04;85.37;0
0;0.42;0.25;0.05;85.37;0
0;0.42;0.25;0.06;82.93;0
0;0.42;0.25;0.07;78.05;0
0;0.42;0.25;0.08;75.61;0
0;0.42;0.25;0.09;75.61;0
0;0.42;0.25;0.1;70.73;0
0;0.42;0.25;0.11;68.29;0
0;0.42;0.25;0.12;65.85;0
0;0.42;0.25;0.13;63.41;0
0;0.42;0.25;0.14;63.41;0
0;0.42;0.25;0.15;63.41;0
0;0.42;0.25;0.16;58.54;0
0;0.42;0.26;0.0;85.37;0
0;0.42;0.26;0.01;85.37;0
0;0.42;0.26;0.02;85.37;0
0;0.42;0.26;0.03;85.37;0
0;0.42;0.26;0.04;80.49;0
0;0.42;0.26;0.05;78.05;0
0;0.42;0.26;0.06;75.61;0
0;0.42;0.26;0.07;70.73;0
0;0.42;0.26;0.08;68.29;0
0;0.42;0.26;0.09;65.85;0
0;0.42;0.26;0.1;65.85;0
0;0.42;0.26;0.11;63.41;0
0;0.42;0.26;0.12;63.41;0
0;0.42;0.26;0.13;63.41;0
0;0.42;0.26;0.14;58.54;0
0;0.42;0.26;0.15;58.54;0
0;0.42;0.27;0.0;85.37;0
0;0.42;0.27;0.01;85.37;0
0;0.42;0.27;0.02;80.49;0
0;0.42;0.27;0.03;73.17;0
0;0.42;0.27;0.04;70.73;0
0;0.42;0.27;0.05;70.73;0
0;0.42;0.27;0.06;68.29;0
0;0.42;0.27;0.07;65.85;0
0;0.42;0.27;0.08;63.41;0
0;0.42;0.27;0.09;63.41;0
0;0.42;0.27;0.1;63.41;0
0;0.42;0.27;0.11;60.98;0
0;0.42;0.27;0.12;60.98;0
0;0.42;0.27;0.13;56.1;0
0;0.42;0.27;0.14;56.1;0
0;0.42;0.28;0.0;75.61;0
0;0.42;0.28;0.01;70.73;0
0;0.42;0.28;0.02;70.73;0
0;0.42;0.28;0.03;68.29;0
0;0.42;0.28;0.04;65.85;0
0;0.42;0.28;0.05;65.85;0
0;0.42;0.28;0.06;63.41;0
0;0.42;0.28;0.07;63.41;0
0;0.42;0.28;0.08;63.41;0
0;0.42;0.28;0.09;60.98;0
0;0.42;0.28;0.1;60.98;0
0;0.42;0.28;0.11;56.1;0
0;0.42;0.28;0.12;53.66;0
0;0.42;0.28;0.13;53.66;0
0;0.42;0.29;0.0;70.73;0
0;0.42;0.29;0.01;65.85;0
0;0.42;0.29;0.02;65.85;0
0;0.42;0.29;0.03;65.85;0
0;0.42;0.29;0.04;65.85;0
0;0.42;0.29;0.05;60.98;0
0;0.42;0.29;0.06;60.98;0
0;0.42;0.29;0.07;60.98;0
0;0.42;0.29;0.08;53.66;0
0;0.42;0.29;0.09;56.1;0
0;0.42;0.29;0.1;51.22;0
0;0.42;0.29;0.11;53.66;0
0;0.42;0.29;0.12;48.78;0
0;0.42;0.29;0.13;48.78;0
0;0.42;0.3;0.0;65.85;0
0;0.42;0.3;0.01;65.85;0
0;0.42;0.3;0.02;65.85;0
0;0.42;0.3;0.03;63.41;0
0;0.42;0.3;0.04;60.98;0
0;0.42;0.3;0.05;58.54;0
0;0.42;0.3;0.06;58.54;0
0;0.42;0.3;0.07;53.66;0
0;0.42;0.3;0.08;51.22;0
0;0.42;0.3;0.09;51.22;0
0;0.42;0.3;0.1;51.22;0
0;0.42;0.3;0.11;51.22;0
0;0.42;0.3;0.12;48.78;0
0;0.42;0.31;0.0;60.98;0
0;0.42;0.31;0.01;58.54;0
0;0.42;0.31;0.02;56.1;0
0;0.42;0.31;0.03;56.1;0
0;0.42;0.31;0.04;56.1;0
0;0.42;0.31;0.05;56.1;0
0;0.42;0.31;0.06;53.66;0
0;0.42;0.31;0.07;51.22;0
0;0.42;0.31;0.08;51.22;0
0;0.42;0.31;0.09;51.22;0
0;0.42;0.31;0.1;48.78;0
0;0.42;0.31;0.11;46.34;0
0;0.42;0.32;0.0;53.66;0
0;0.42;0.32;0.01;53.66;0
0;0.42;0.32;0.02;56.1;0
0;0.42;0.32;0.03;53.66;0
0;0.42;0.32;0.04;53.66;0
0;0.42;0.32;0.05;51.22;0
0;0.42;0.32;0.06;51.22;0
0;0.42;0.32;0.07;48.78;0
0;0.42;0.32;0.08;48.78;0
0;0.42;0.32;0.09;46.34;0
0;0.42;0.33;0.0;48.78;0
0;0.42;0.33;0.01;48.78;0
0;0.42;0.33;0.02;48.78;0
0;0.42;0.33;0.03;51.22;0
0;0.42;0.33;0.04;48.78;0
0;0.42;0.33;0.05;48.78;0
0;0.42;0.33;0.06;48.78;0
0;0.42;0.33;0.07;46.34;0
0;0.42;0.33;0.08;43.9;0
0;0.42;0.34;0.0;46.34;0
0;0.42;0.34;0.01;46.34;0
0;0.42;0.34;0.02;48.78;0
0;0.42;0.34;0.03;48.78;0
0;0.42;0.34;0.04;46.34;0
0;0.42;0.34;0.05;43.9;0
0;0.42;0.34;0.06;41.46;0
0;0.42;0.34;0.07;41.46;0
0;0.42;0.35;0.0;43.9;0
0;0.42;0.35;0.01;41.46;0
0;0.42;0.35;0.02;39.02;0
0;0.42;0.35;0.03;36.59;0
0;0.42;0.35;0.04;39.02;0
0;0.42;0.35;0.05;39.02;0
0;0.42;0.35;0.06;39.02;0
0;0.42;0.36;0.0;39.02;0
0;0.42;0.36;0.01;34.15;0
0;0.42;0.36;0.02;36.59;0
0;0.42;0.36;0.03;39.02;0
0;0.42;0.36;0.04;36.59;0
0;0.42;0.36;0.05;29.27;0
0;0.42;0.36;0.06;31.71;0
0;0.42;0.37;0.0;24.39;0
0;0.42;0.37;0.01;26.83;0
0;0.42;0.37;0.02;29.27;0
0;0.42;0.37;0.03;29.27;0
0;0.42;0.37;0.04;29.27;0
0;0.42;0.37;0.05;26.83;0
0;0.42;0.38;0.0;29.27;0
0;0.42;0.38;0.01;24.39;0
0;0.42;0.38;0.02;24.39;0
0;0.42;0.38;0.03;21.95;0
0;0.42;0.38;0.04;24.39;0
0;0.42;0.39;0.0;17.07;0
0;0.42;0.39;0.01;19.51;0
0;0.42;0.39;0.02;14.63;0
0;0.42;0.4;0.0;7.32;0
0;0.42;0.4;0.01;9.76;0
0;0.42;0.41;0.0;0.0;0
0;0.42;0.42;0.0;0.0;0
0;0.43;0.0;0.0;0.0;0
0;0.43;0.01;0.0;0.0;0
0;0.43;0.01;0.01;0.0;0
0;0.43;0.02;0.0;0.0;0
0;0.43;0.02;0.01;0.0;0
0;0.43;0.02;0.02;0.0;0
0;0.43;0.03;0.0;0.0;0
0;0.43;0.03;0.01;0.0;0
0;0.43;0.03;0.02;0.0;0
0;0.43;0.03;0.03;0.0;0
0;0.43;0.04;0.0;0.0;0
0;0.43;0.04;0.01;0.0;0
0;0.43;0.04;0.02;0.0;0
0;0.43;0.04;0.03;0.0;0
0;0.43;0.04;0.04;0.0;0
0;0.43;0.05;0.0;0.0;0
0;0.43;0.05;0.01;0.0;0
0;0.43;0.05;0.02;0.0;0
0;0.43;0.05;0.03;0.0;0
0;0.43;0.05;0.04;0.0;0
0;0.43;0.05;0.05;0.0;0
0;0.43;0.06;0.0;0.0;0
0;0.43;0.06;0.01;0.0;0
0;0.43;0.06;0.02;0.0;0
0;0.43;0.06;0.03;0.0;0
0;0.43;0.06;0.04;0.0;0
0;0.43;0.06;0.05;0.0;0
0;0.43;0.06;0.06;0.0;0
0;0.43;0.07;0.0;0.0;0
0;0.43;0.07;0.01;0.0;0
0;0.43;0.07;0.02;0.0;0
0;0.43;0.07;0.03;0.0;0
0;0.43;0.07;0.04;0.0;0
0;0.43;0.07;0.05;0.0;0
0;0.43;0.07;0.06;0.0;0
0;0.43;0.07;0.07;0.0;0
0;0.43;0.08;0.0;97.56;0
0;0.43;0.08;0.01;97.56;0
0;0.43;0.08;0.02;97.56;0
0;0.43;0.08;0.03;97.56;0
0;0.43;0.08;0.04;97.56;0
0;0.43;0.08;0.05;97.56;0
0;0.43;0.08;0.06;97.56;0
0;0.43;0.08;0.07;97.56;0
0;0.43;0.08;0.08;97.56;0
0;0.43;0.09;0.0;97.56;0
0;0.43;0.09;0.01;97.56;0
0;0.43;0.09;0.02;97.56;0
0;0.43;0.09;0.03;97.56;0
0;0.43;0.09;0.04;97.56;0
0;0.43;0.09;0.05;97.56;0
0;0.43;0.09;0.06;97.56;0
0;0.43;0.09;0.07;97.56;0
0;0.43;0.09;0.08;97.56;0
0;0.43;0.09;0.09;97.56;0
0;0.43;0.1;0.0;97.56;0
0;0.43;0.1;0.01;97.56;0
0;0.43;0.1;0.02;97.56;0
0;0.43;0.1;0.03;97.56;0
0;0.43;0.1;0.04;97.56;0
0;0.43;0.1;0.05;97.56;0
0;0.43;0.1;0.06;97.56;0
0;0.43;0.1;0.07;97.56;0
0;0.43;0.1;0.08;97.56;0
0;0.43;0.1;0.09;97.56;0
0;0.43;0.1;0.1;97.56;0
0;0.43;0.11;0.0;97.56;0
0;0.43;0.11;0.01;97.56;0
0;0.43;0.11;0.02;97.56;0
0;0.43;0.11;0.03;97.56;0
0;0.43;0.11;0.04;97.56;0
0;0.43;0.11;0.05;97.56;0
0;0.43;0.11;0.06;97.56;0
0;0.43;0.11;0.07;97.56;0
0;0.43;0.11;0.08;97.56;0
0;0.43;0.11;0.09;97.56;0
0;0.43;0.11;0.1;97.56;0
0;0.43;0.11;0.11;97.56;0
0;0.43;0.12;0.0;97.56;0
0;0.43;0.12;0.01;97.56;0
0;0.43;0.12;0.02;97.56;0
0;0.43;0.12;0.03;97.56;0
0;0.43;0.12;0.04;97.56;0
0;0.43;0.12;0.05;97.56;0
0;0.43;0.12;0.06;97.56;0
0;0.43;0.12;0.07;97.56;0
0;0.43;0.12;0.08;97.56;0
0;0.43;0.12;0.09;97.56;0
0;0.43;0.12;0.1;97.56;0
0;0.43;0.12;0.11;97.56;0
0;0.43;0.12;0.12;97.56;0
0;0.43;0.13;0.0;97.56;0
0;0.43;0.13;0.01;97.56;0
0;0.43;0.13;0.02;97.56;0
0;0.43;0.13;0.03;97.56;0
0;0.43;0.13;0.04;97.56;0
0;0.43;0.13;0.05;97.56;0
0;0.43;0.13;0.06;97.56;0
0;0.43;0.13;0.07;97.56;0
0;0.43;0.13;0.08;97.56;0
0;0.43;0.13;0.09;97.56;0
0;0.43;0.13;0.1;97.56;0
0;0.43;0.13;0.11;97.56;0
0;0.43;0.13;0.12;97.56;0
0;0.43;0.13;0.13;97.56;0
0;0.43;0.14;0.0;97.56;0
0;0.43;0.14;0.01;97.56;0
0;0.43;0.14;0.02;97.56;0
0;0.43;0.14;0.03;97.56;0
0;0.43;0.14;0.04;97.56;0
0;0.43;0.14;0.05;97.56;0
0;0.43;0.14;0.06;97.56;0
0;0.43;0.14;0.07;97.56;0
0;0.43;0.14;0.08;97.56;0
0;0.43;0.14;0.09;97.56;0
0;0.43;0.14;0.1;97.56;0
0;0.43;0.14;0.11;97.56;0
0;0.43;0.14;0.12;97.56;0
0;0.43;0.14;0.13;97.56;0
0;0.43;0.14;0.14;97.56;0
0;0.43;0.15;0.0;97.56;0
0;0.43;0.15;0.01;97.56;0
0;0.43;0.15;0.02;97.56;0
0;0.43;0.15;0.03;97.56;0
0;0.43;0.15;0.04;97.56;0
0;0.43;0.15;0.05;97.56;0
0;0.43;0.15;0.06;97.56;0
0;0.43;0.15;0.07;97.56;0
0;0.43;0.15;0.08;97.56;0
0;0.43;0.15;0.09;97.56;0
0;0.43;0.15;0.1;97.56;0
0;0.43;0.15;0.11;97.56;0
0;0.43;0.15;0.12;97.56;0
0;0.43;0.15;0.13;97.56;0
0;0.43;0.15;0.14;97.56;0
0;0.43;0.15;0.15;97.56;0
0;0.43;0.16;0.0;97.56;0
0;0.43;0.16;0.01;97.56;0
0;0.43;0.16;0.02;97.56;0
0;0.43;0.16;0.03;97.56;0
0;0.43;0.16;0.04;97.56;0
0;0.43;0.16;0.05;97.56;0
0;0.43;0.16;0.06;97.56;0
0;0.43;0.16;0.07;97.56;0
0;0.43;0.16;0.08;97.56;0
0;0.43;0.16;0.09;97.56;0
0;0.43;0.16;0.1;97.56;0
0;0.43;0.16;0.11;97.56;0
0;0.43;0.16;0.12;97.56;0
0;0.43;0.16;0.13;97.56;0
0;0.43;0.16;0.14;97.56;0
0;0.43;0.16;0.15;97.56;0
0;0.43;0.16;0.16;97.56;0
0;0.43;0.17;0.0;97.56;0
0;0.43;0.17;0.01;97.56;0
0;0.43;0.17;0.02;97.56;0
0;0.43;0.17;0.03;97.56;0
0;0.43;0.17;0.04;97.56;0
0;0.43;0.17;0.05;97.56;0
0;0.43;0.17;0.06;97.56;0
0;0.43;0.17;0.07;97.56;0
0;0.43;0.17;0.08;97.56;0
0;0.43;0.17;0.09;97.56;0
0;0.43;0.17;0.1;97.56;0
0;0.43;0.17;0.11;97.56;0
0;0.43;0.17;0.12;97.56;0
0;0.43;0.17;0.13;97.56;0
0;0.43;0.17;0.14;97.56;0
0;0.43;0.17;0.15;97.56;0
0;0.43;0.17;0.16;97.56;0
0;0.43;0.17;0.17;97.56;0
0;0.43;0.18;0.0;97.56;0
0;0.43;0.18;0.01;97.56;0
0;0.43;0.18;0.02;97.56;0
0;0.43;0.18;0.03;97.56;0
0;0.43;0.18;0.04;97.56;0
0;0.43;0.18;0.05;97.56;0
0;0.43;0.18;0.06;97.56;0
0;0.43;0.18;0.07;97.56;0
0;0.43;0.18;0.08;97.56;0
0;0.43;0.18;0.09;97.56;0
0;0.43;0.18;0.1;97.56;0
0;0.43;0.18;0.11;97.56;0
0;0.43;0.18;0.12;97.56;0
0;0.43;0.18;0.13;97.56;0
0;0.43;0.18;0.14;97.56;0
0;0.43;0.18;0.15;97.56;0
0;0.43;0.18;0.16;97.56;0
0;0.43;0.18;0.17;97.56;0
0;0.43;0.18;0.18;97.56;0
0;0.43;0.19;0.0;97.56;0
0;0.43;0.19;0.01;97.56;0
0;0.43;0.19;0.02;97.56;0
0;0.43;0.19;0.03;97.56;0
0;0.43;0.19;0.04;97.56;0
0;0.43;0.19;0.05;97.56;0
0;0.43;0.19;0.06;97.56;0
0;0.43;0.19;0.07;97.56;0
0;0.43;0.19;0.08;97.56;0
0;0.43;0.19;0.09;97.56;0
0;0.43;0.19;0.1;97.56;0
0;0.43;0.19;0.11;97.56;0
0;0.43;0.19;0.12;97.56;0
0;0.43;0.19;0.13;97.56;0
0;0.43;0.19;0.14;97.56;0
0;0.43;0.19;0.15;97.56;0
0;0.43;0.19;0.16;97.56;0
0;0.43;0.19;0.17;97.56;0
0;0.43;0.19;0.18;97.56;0
0;0.43;0.19;0.19;97.56;0
0;0.43;0.2;0.0;97.56;0
0;0.43;0.2;0.01;97.56;0
0;0.43;0.2;0.02;97.56;0
0;0.43;0.2;0.03;97.56;0
0;0.43;0.2;0.04;97.56;0
0;0.43;0.2;0.05;97.56;0
0;0.43;0.2;0.06;97.56;0
0;0.43;0.2;0.07;97.56;0
0;0.43;0.2;0.08;97.56;0
0;0.43;0.2;0.09;97.56;0
0;0.43;0.2;0.1;97.56;0
0;0.43;0.2;0.11;97.56;0
0;0.43;0.2;0.12;97.56;0
0;0.43;0.2;0.13;97.56;0
0;0.43;0.2;0.14;97.56;0
0;0.43;0.2;0.15;97.56;0
0;0.43;0.2;0.16;97.56;0
0;0.43;0.2;0.17;95.12;0
0;0.43;0.2;0.18;92.68;0
0;0.43;0.2;0.19;92.68;0
0;0.43;0.2;0.2;90.24;0
0;0.43;0.21;0.0;97.56;0
0;0.43;0.21;0.01;97.56;0
0;0.43;0.21;0.02;97.56;0
0;0.43;0.21;0.03;97.56;0
0;0.43;0.21;0.04;97.56;0
0;0.43;0.21;0.05;97.56;0
0;0.43;0.21;0.06;97.56;0
0;0.43;0.21;0.07;97.56;0
0;0.43;0.21;0.08;97.56;0
0;0.43;0.21;0.09;97.56;0
0;0.43;0.21;0.1;97.56;0
0;0.43;0.21;0.11;97.56;0
0;0.43;0.21;0.12;97.56;0
0;0.43;0.21;0.13;97.56;0
0;0.43;0.21;0.14;95.12;0
0;0.43;0.21;0.15;92.68;0
0;0.43;0.21;0.16;92.68;0
0;0.43;0.21;0.17;90.24;0
0;0.43;0.21;0.18;90.24;0
0;0.43;0.21;0.19;87.8;0
0;0.43;0.21;0.2;82.93;0
0;0.43;0.21;0.21;78.05;0
0;0.43;0.22;0.0;97.56;0
0;0.43;0.22;0.01;97.56;0
0;0.43;0.22;0.02;97.56;0
0;0.43;0.22;0.03;97.56;0
0;0.43;0.22;0.04;97.56;0
0;0.43;0.22;0.05;97.56;0
0;0.43;0.22;0.06;97.56;0
0;0.43;0.22;0.07;97.56;0
0;0.43;0.22;0.08;97.56;0
0;0.43;0.22;0.09;97.56;0
0;0.43;0.22;0.1;97.56;0
0;0.43;0.22;0.11;95.12;0
0;0.43;0.22;0.12;92.68;0
0;0.43;0.22;0.13;92.68;0
0;0.43;0.22;0.14;90.24;0
0;0.43;0.22;0.15;90.24;0
0;0.43;0.22;0.16;87.8;0
0;0.43;0.22;0.17;87.8;0
0;0.43;0.22;0.18;82.93;0
0;0.43;0.22;0.19;78.05;0
0;0.43;0.22;0.2;75.61;0
0;0.43;0.22;0.21;68.29;0
0;0.43;0.23;0.0;97.56;0
0;0.43;0.23;0.01;97.56;0
0;0.43;0.23;0.02;97.56;0
0;0.43;0.23;0.03;97.56;0
0;0.43;0.23;0.04;97.56;0
0;0.43;0.23;0.05;97.56;0
0;0.43;0.23;0.06;97.56;0
0;0.43;0.23;0.07;95.12;0
0;0.43;0.23;0.08;95.12;0
0;0.43;0.23;0.09;92.68;0
0;0.43;0.23;0.1;90.24;0
0;0.43;0.23;0.11;90.24;0
0;0.43;0.23;0.12;90.24;0
0;0.43;0.23;0.13;90.24;0
0;0.43;0.23;0.14;87.8;0
0;0.43;0.23;0.15;87.8;0
0;0.43;0.23;0.16;85.37;0
0;0.43;0.23;0.17;78.05;0
0;0.43;0.23;0.18;75.61;0
0;0.43;0.23;0.19;70.73;0
0;0.43;0.24;0.0;97.56;0
0;0.43;0.24;0.01;97.56;0
0;0.43;0.24;0.02;97.56;0
0;0.43;0.24;0.03;95.12;0
0;0.43;0.24;0.04;95.12;0
0;0.43;0.24;0.05;92.68;0
0;0.43;0.24;0.06;92.68;0
0;0.43;0.24;0.07;90.24;0
0;0.43;0.24;0.08;90.24;0
0;0.43;0.24;0.09;90.24;0
0;0.43;0.24;0.1;87.8;0
0;0.43;0.24;0.11;87.8;0
0;0.43;0.24;0.12;87.8;0
0;0.43;0.24;0.13;85.37;0
0;0.43;0.24;0.14;85.37;0
0;0.43;0.24;0.15;80.49;0
0;0.43;0.24;0.16;75.61;0
0;0.43;0.24;0.17;70.73;0
0;0.43;0.24;0.18;68.29;0
0;0.43;0.24;0.19;65.85;0
0;0.43;0.25;0.0;95.12;0
0;0.43;0.25;0.01;92.68;0
0;0.43;0.25;0.02;92.68;0
0;0.43;0.25;0.03;90.24;0
0;0.43;0.25;0.04;90.24;0
0;0.43;0.25;0.05;90.24;0
0;0.43;0.25;0.06;90.24;0
0;0.43;0.25;0.07;87.8;0
0;0.43;0.25;0.08;87.8;0
0;0.43;0.25;0.09;87.8;0
0;0.43;0.25;0.1;85.37;0
0;0.43;0.25;0.11;85.37;0
0;0.43;0.25;0.12;85.37;0
0;0.43;0.25;0.13;80.49;0
0;0.43;0.25;0.14;75.61;0
0;0.43;0.25;0.15;73.17;0
0;0.43;0.25;0.16;68.29;0
0;0.43;0.25;0.17;68.29;0
0;0.43;0.25;0.18;63.41;0
0;0.43;0.26;0.0;90.24;0
0;0.43;0.26;0.01;90.24;0
0;0.43;0.26;0.02;90.24;0
0;0.43;0.26;0.03;87.8;0
0;0.43;0.26;0.04;87.8;0
0;0.43;0.26;0.05;87.8;0
0;0.43;0.26;0.06;87.8;0
0;0.43;0.26;0.07;85.37;0
0;0.43;0.26;0.08;85.37;0
0;0.43;0.26;0.09;85.37;0
0;0.43;0.26;0.1;85.37;0
0;0.43;0.26;0.11;78.05;0
0;0.43;0.26;0.12;73.17;0
0;0.43;0.26;0.13;73.17;0
0;0.43;0.26;0.14;68.29;0
0;0.43;0.26;0.15;65.85;0
0;0.43;0.26;0.16;63.41;0
0;0.43;0.27;0.0;87.8;0
0;0.43;0.27;0.01;87.8;0
0;0.43;0.27;0.02;87.8;0
0;0.43;0.27;0.03;85.37;0
0;0.43;0.27;0.04;85.37;0
0;0.43;0.27;0.05;85.37;0
0;0.43;0.27;0.06;85.37;0
0;0.43;0.27;0.07;85.37;0
0;0.43;0.27;0.08;82.93;0
0;0.43;0.27;0.09;75.61;0
0;0.43;0.27;0.1;73.17;0
0;0.43;0.27;0.11;70.73;0
0;0.43;0.27;0.12;68.29;0
0;0.43;0.27;0.13;65.85;0
0;0.43;0.27;0.14;65.85;0
0;0.43;0.27;0.15;60.98;0
0;0.43;0.28;0.0;85.37;0
0;0.43;0.28;0.01;85.37;0
0;0.43;0.28;0.02;85.37;0
0;0.43;0.28;0.03;85.37;0
0;0.43;0.28;0.04;85.37;0
0;0.43;0.28;0.05;85.37;0
0;0.43;0.28;0.06;80.49;0
0;0.43;0.28;0.07;75.61;0
0;0.43;0.28;0.08;73.17;0
0;0.43;0.28;0.09;70.73;0
0;0.43;0.28;0.1;65.85;0
0;0.43;0.28;0.11;65.85;0
0;0.43;0.28;0.12;63.41;0
0;0.43;0.28;0.13;60.98;0
0;0.43;0.28;0.14;60.98;0
0;0.43;0.29;0.0;85.37;0
0;0.43;0.29;0.01;85.37;0
0;0.43;0.29;0.02;82.93;0
0;0.43;0.29;0.03;82.93;0
0;0.43;0.29;0.04;80.49;0
0;0.43;0.29;0.05;75.61;0
0;0.43;0.29;0.06;70.73;0
0;0.43;0.29;0.07;68.29;0
0;0.43;0.29;0.08;68.29;0
0;0.43;0.29;0.09;65.85;0
0;0.43;0.29;0.1;63.41;0
0;0.43;0.29;0.11;60.98;0
0;0.43;0.29;0.12;58.54;0
0;0.43;0.29;0.13;56.1;0
0;0.43;0.29;0.14;53.66;0
0;0.43;0.3;0.0;82.93;0
0;0.43;0.3;0.01;82.93;0
0;0.43;0.3;0.02;75.61;0
0;0.43;0.3;0.03;73.17;0
0;0.43;0.3;0.04;70.73;0
0;0.43;0.3;0.05;68.29;0
0;0.43;0.3;0.06;68.29;0
0;0.43;0.3;0.07;65.85;0
0;0.43;0.3;0.08;63.41;0
0;0.43;0.3;0.09;63.41;0
0;0.43;0.3;0.1;58.54;0
0;0.43;0.3;0.11;58.54;0
0;0.43;0.3;0.12;56.1;0
0;0.43;0.3;0.13;53.66;0
0;0.43;0.31;0.0;73.17;0
0;0.43;0.31;0.01;68.29;0
0;0.43;0.31;0.02;68.29;0
